matrikelnummer,firstname,name,projects,negatives,skill,programing_skills
91,Firstname,Name,"['Projekt 24', 'Projekt 51', 'Projekt 9']","['Projekt 10', 'Projekt 37']",Programmieren,"{""C"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
92,Firstname,Name,"['Projekt 12', 'Projekt 41', 'Projekt 46']","['Projekt 9', 'Projekt 10']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
93,Firstname,Name,"['Projekt 2', 'Projekt 37', 'Projekt 40']","['Projekt 26', 'Projekt 22']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
94,Firstname,Name,"['Projekt 26', 'Projekt 31', 'Projekt 25']","['Projekt 51', 'Projekt 28']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger""}"
95,Firstname,Name,"['Projekt 38', 'Projekt 53', 'Projekt 36']","['Projekt 48', 'Projekt 30']",Programmieren,"{""C++"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
96,Firstname,Name,"['Projekt 45', 'Projekt 18', 'Projekt 46']","['Projekt 58', 'Projekt 39']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
97,Firstname,Name,"['Projekt 18', 'Projekt 41', 'Projekt 39']","['Projekt 56', 'Projekt 5']",Programmieren,"{""C"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
98,Firstname,Name,"['Projekt 40', 'Projekt 4', 'Projekt 1']","['Projekt 23', 'Projekt 37']",Programmieren,"{""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""Python"":""Fortgeschritten"",""PHP"":""Experte""}"
99,Firstname,Name,"['Projekt 53', 'Projekt 50', 'Projekt 29']","['Projekt 1', 'Projekt 58']",Programmieren,"{""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten""}"
100,Firstname,Name,"['Projekt 18', 'Projekt 6', 'Projekt 10']","['Projekt 1', 'Projekt 15']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
101,Firstname,Name,"['Projekt 14', 'Projekt 12', 'Projekt 26']","['Projekt 19', 'Projekt 15']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
102,Firstname,Name,"['Projekt 40', 'Projekt 8', 'Projekt 2']","['Projekt 35', 'Projekt 21']",Programmieren,"{""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger""}"
103,Firstname,Name,"['Projekt 36', 'Projekt 9', 'Projekt 26']","['Projekt 55', 'Projekt 10']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
104,Firstname,Name,"['Projekt 53', 'Projekt 59', 'Projekt 34']","['Projekt 36', 'Projekt 42']",Schreiben,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
105,Firstname,Name,"['Projekt 54', 'Projekt 3', 'Projekt 40']","['Projekt 41', 'Projekt 49']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte""}"
106,Firstname,Name,"['Projekt 45', 'Projekt 41', 'Projekt 51']","['Projekt 27', 'Projekt 47']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
107,Firstname,Name,"['Projekt 32', 'Projekt 30', 'Projekt 50']","['Projekt 20', 'Projekt 45']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""Java"":""Experte"",""Python"":""Anfänger"",""PHP"":""Experte""}"
108,Firstname,Name,"['Projekt 0', 'Projekt 52', 'Projekt 34']","['Projekt 13', 'Projekt 21']",Programmieren,"{""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
109,Firstname,Name,"['Projekt 1', 'Projekt 10', 'Projekt 36']","['Projekt 23', 'Projekt 33']",Schreiben,"{""C"":""Experte"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
110,Firstname,Name,"['Projekt 56', 'Projekt 52', 'Projekt 31']","['Projekt 43', 'Projekt 58']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
111,Firstname,Name,"['Projekt 23', 'Projekt 33', 'Projekt 44']","['Projekt 56', 'Projekt 39']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
112,Firstname,Name,"['Projekt 38', 'Projekt 8', 'Projekt 28']","['Projekt 37', 'Projekt 3']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger""}"
113,Firstname,Name,"['Projekt 11', 'Projekt 31', 'Projekt 34']","['Projekt 14', 'Projekt 38']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
114,Firstname,Name,"['Projekt 4', 'Projekt 5', 'Projekt 1']","['Projekt 6', 'Projekt 41']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
115,Firstname,Name,"['Projekt 6', 'Projekt 0', 'Projekt 3']","['Projekt 10', 'Projekt 27']",Schreiben,"{""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
116,Firstname,Name,"['Projekt 44', 'Projekt 19', 'Projekt 5']","['Projekt 34', 'Projekt 10']",Schreiben,"{""C++"":""Experte"",""C#"":""Experte"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
117,Firstname,Name,"['Projekt 59', 'Projekt 16', 'Projekt 31']","['Projekt 48', 'Projekt 43']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
118,Firstname,Name,"['Projekt 0', 'Projekt 24', 'Projekt 10']","['Projekt 20', 'Projekt 54']",Programmieren,"{""C"":""Experte"",""C#"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""PHP"":""Fortgeschritten""}"
119,Firstname,Name,"['Projekt 5', 'Projekt 11', 'Projekt 25']","['Projekt 30', 'Projekt 8']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
120,Firstname,Name,"['Projekt 48', 'Projekt 52', 'Projekt 19']","['Projekt 24', 'Projekt 38']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
121,Firstname,Name,"['Projekt 55', 'Projekt 47', 'Projekt 35']","['Projekt 1', 'Projekt 40']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
122,Firstname,Name,"['Projekt 9', 'Projekt 37', 'Projekt 29']","['Projekt 11', 'Projekt 23']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
123,Firstname,Name,"['Projekt 17', 'Projekt 31', 'Projekt 18']","['Projekt 20', 'Projekt 56']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Anfänger""}"
124,Firstname,Name,"['Projekt 10', 'Projekt 49', 'Projekt 11']","['Projekt 46', 'Projekt 26']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
125,Firstname,Name,"['Projekt 57', 'Projekt 20', 'Projekt 25']","['Projekt 30', 'Projekt 50']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
126,Firstname,Name,"['Projekt 11', 'Projekt 15', 'Projekt 25']","['Projekt 50', 'Projekt 52']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
127,Firstname,Name,"['Projekt 33', 'Projekt 44', 'Projekt 8']","['Projekt 42', 'Projekt 18']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
128,Firstname,Name,"['Projekt 14', 'Projekt 17', 'Projekt 5']","['Projekt 21', 'Projekt 27']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Fortgeschritten""}"
129,Firstname,Name,"['Projekt 12', 'Projekt 44', 'Projekt 31']","['Projekt 1', 'Projekt 39']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Fortgeschritten""}"
130,Firstname,Name,"['Projekt 36', 'Projekt 52', 'Projekt 57']","['Projekt 18', 'Projekt 42']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""Python"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
131,Firstname,Name,"['Projekt 1', 'Projekt 48', 'Projekt 46']","['Projekt 12', 'Projekt 43']",Schreiben,"{""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte""}"
132,Firstname,Name,"['Projekt 25', 'Projekt 1', 'Projekt 5']","['Projekt 36', 'Projekt 51']",Schreiben,"{""C"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Anfänger""}"
133,Firstname,Name,"['Projekt 26', 'Projekt 13', 'Projekt 7']","['Projekt 43', 'Projekt 28']",Programmieren,"{""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""Python"":""Fortgeschritten"",""PHP"":""Experte""}"
134,Firstname,Name,"['Projekt 23', 'Projekt 49', 'Projekt 22']","['Projekt 51', 'Projekt 41']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
135,Firstname,Name,"['Projekt 6', 'Projekt 0', 'Projekt 57']","['Projekt 41', 'Projekt 15']",Programmieren,"{""C"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""JavaScript"":""Experte""}"
136,Firstname,Name,"['Projekt 27', 'Projekt 19', 'Projekt 1']","['Projekt 18', 'Projekt 40']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
137,Firstname,Name,"['Projekt 4', 'Projekt 45', 'Projekt 59']","['Projekt 22', 'Projekt 13']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten""}"
138,Firstname,Name,"['Projekt 48', 'Projekt 9', 'Projekt 23']","['Projekt 42', 'Projekt 40']",Programmieren,"{""C"":""Experte"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""JavaScript"":""Fortgeschritten""}"
139,Firstname,Name,"['Projekt 49', 'Projekt 43', 'Projekt 18']","['Projekt 24', 'Projekt 32']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
140,Firstname,Name,"['Projekt 59', 'Projekt 54', 'Projekt 41']","['Projekt 36', 'Projekt 43']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""Java"":""Anfänger"",""Python"":""Experte"",""PHP"":""Experte""}"
141,Firstname,Name,"['Projekt 59', 'Projekt 25', 'Projekt 40']","['Projekt 56', 'Projekt 53']",Programmieren,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Anfänger"",""Python"":""Experte"",""PHP"":""Experte""}"
142,Firstname,Name,"['Projekt 56', 'Projekt 59', 'Projekt 8']","['Projekt 31', 'Projekt 5']",Programmieren,"{""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
143,Firstname,Name,"['Projekt 9', 'Projekt 50', 'Projekt 52']","['Projekt 21', 'Projekt 25']",Programmieren,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Experte""}"
144,Firstname,Name,"['Projekt 39', 'Projekt 18', 'Projekt 27']","['Projekt 51', 'Projekt 15']",Schreiben,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
145,Firstname,Name,"['Projekt 7', 'Projekt 17', 'Projekt 44']","['Projekt 38', 'Projekt 34']",Programmieren,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""PHP"":""Experte""}"
146,Firstname,Name,"['Projekt 26', 'Projekt 7', 'Projekt 11']","['Projekt 17', 'Projekt 31']",Schreiben,"{""C++"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""PHP"":""Anfänger""}"
147,Firstname,Name,"['Projekt 2', 'Projekt 57', 'Projekt 21']","['Projekt 4', 'Projekt 30']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
148,Firstname,Name,"['Projekt 22', 'Projekt 52', 'Projekt 13']","['Projekt 27', 'Projekt 39']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Anfänger"",""C#"":""Anfänger"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
149,Firstname,Name,"['Projekt 28', 'Projekt 47', 'Projekt 19']","['Projekt 12', 'Projekt 52']",Schreiben,"{""C#"":""Experte"",""HTML/CSS"":""Anfänger"",""JavaScript"":""Anfänger""}"
150,Firstname,Name,"['Projekt 39', 'Projekt 0', 'Projekt 3']","['Projekt 21', 'Projekt 54']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""Java"":""Fortgeschritten"",""Python"":""Experte"",""PHP"":""Anfänger""}"
151,Firstname,Name,"['Projekt 34', 'Projekt 14', 'Projekt 49']","['Projekt 23', 'Projekt 33']",Schreiben,"{""C"":""Fortgeschritten"",""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten""}"
152,Firstname,Name,"['Projekt 16', 'Projekt 9', 'Projekt 47']","['Projekt 15', 'Projekt 48']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Experte"",""PHP"":""Experte""}"
153,Firstname,Name,"['Projekt 53', 'Projekt 21', 'Projekt 19']","['Projekt 54', 'Projekt 23']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Anfänger"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
154,Firstname,Name,"['Projekt 24', 'Projekt 10', 'Projekt 56']","['Projekt 12', 'Projekt 5']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
155,Firstname,Name,"['Projekt 50', 'Projekt 21', 'Projekt 49']","['Projekt 11', 'Projekt 52']",Programmieren,"{""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Fortgeschritten"",""Python"":""Anfänger"",""PHP"":""Experte""}"
156,Firstname,Name,"['Projekt 35', 'Projekt 44', 'Projekt 29']","['Projekt 21', 'Projekt 11']",Programmieren,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
157,Firstname,Name,"['Projekt 52', 'Projekt 34', 'Projekt 1']","['Projekt 50', 'Projekt 20']",Schreiben,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Anfänger"",""Python"":""Anfänger"",""PHP"":""Fortgeschritten""}"
158,Firstname,Name,"['Projekt 53', 'Projekt 36', 'Projekt 49']","['Projekt 2', 'Projekt 35']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""Python"":""Experte"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
159,Firstname,Name,"['Projekt 29', 'Projekt 47', 'Projekt 43']","['Projekt 59', 'Projekt 34']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""JavaScript"":""Experte"",""PHP"":""Anfänger""}"
160,Firstname,Name,"['Projekt 41', 'Projekt 0', 'Projekt 53']","['Projekt 39', 'Projekt 35']",Programmieren,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Fortgeschritten"",""HTML/CSS"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Experte""}"
161,Firstname,Name,"['Projekt 22', 'Projekt 3', 'Projekt 23']","['Projekt 38', 'Projekt 18']",Schreiben,"{""C"":""Experte"",""C++"":""Fortgeschritten"",""C#"":""Anfänger"",""Java"":""Anfänger"",""JavaScript"":""Fortgeschritten""}"
162,Firstname,Name,"['Projekt 50', 'Projekt 1', 'Projekt 0']","['Projekt 5', 'Projekt 55']",Schreiben,"{""C"":""Experte"",""C#"":""Anfänger"",""Java"":""Experte"",""Python"":""Anfänger"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
163,Firstname,Name,"['Projekt 21', 'Projekt 27', 'Projekt 22']","['Projekt 8', 'Projekt 28']",Schreiben,"{""C++"":""Anfänger"",""Java"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Fortgeschritten""}"
164,Firstname,Name,"['Projekt 51', 'Projekt 58', 'Projekt 3']","['Projekt 56', 'Projekt 7']",Programmieren,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""Java"":""Anfänger"",""PHP"":""Anfänger""}"
165,Firstname,Name,"['Projekt 17', 'Projekt 45', 'Projekt 21']","['Projekt 42', 'Projekt 38']",Programmieren,"{""C++"":""Fortgeschritten"",""Java"":""Experte"",""HTML/CSS"":""Experte"",""Python"":""Experte"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
166,Firstname,Name,"['Projekt 5', 'Projekt 21', 'Projekt 27']","['Projekt 20', 'Projekt 26']",Programmieren,"{""C"":""Anfänger"",""C#"":""Anfänger"",""HTML/CSS"":""Experte"",""Python"":""Fortgeschritten"",""PHP"":""Experte""}"
167,Firstname,Name,"['Projekt 55', 'Projekt 57', 'Projekt 28']","['Projekt 42', 'Projekt 26']",Schreiben,"{""C"":""Anfänger"",""C++"":""Experte"",""C#"":""Fortgeschritten"",""Python"":""Experte"",""JavaScript"":""Experte"",""PHP"":""Experte""}"
168,Firstname,Name,"['Projekt 17', 'Projekt 15', 'Projekt 52']","['Projekt 48', 'Projekt 46']",Programmieren,"{""C"":""Experte"",""C++"":""Anfänger"",""C#"":""Experte"",""Java"":""Anfänger"",""Python"":""Fortgeschritten"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
169,Firstname,Name,"['Projekt 18', 'Projekt 53', 'Projekt 47']","['Projekt 33', 'Projekt 32']",Schreiben,"{""C"":""Fortgeschritten"",""C++"":""Fortgeschritten"",""Python"":""Anfänger"",""JavaScript"":""Anfänger"",""PHP"":""Anfänger""}"
170,Firstname,Name,"['Projekt 32', 'Projekt 36', 'Projekt 34']","['Projekt 6', 'Projekt 11']",Programmieren,"{""C#"":""Experte"",""Java"":""Anfänger"",""HTML/CSS"":""Anfänger"",""PHP"":""Fortgeschritten""}"
171,Firstname,Name,"['Projekt 33', 'Projekt 46', 'Projekt 39']","['Projekt 53', 'Projekt 54']",Schreiben,"{""C"":""Anfänger"",""C++"":""Fortgeschritten"",""Java"":""Anfänger"",""HTML/CSS"":""Experte"",""PHP"":""Anfänger""}"
172,Firstname,Name,"['Projekt 14', 'Projekt 7', 'Projekt 0']","['Projekt 8', 'Projekt 40']",Schreiben,"{""C"":""Anfänger"",""C++"":""Anfänger"",""C#"":""Fortgeschritten"",""Java"":""Experte"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Experte""}"
173,Firstname,Name,"['Projekt 46', 'Projekt 29', 'Projekt 25']","['Projekt 47', 'Projekt 2']",Schreiben,"{""C"":""Experte"",""C++"":""Experte"",""C#"":""Anfänger"",""Java"":""Experte"",""HTML/CSS"":""Fortgeschritten"",""Python"":""Fortgeschritten"",""JavaScript"":""Fortgeschritten"",""PHP"":""Fortgeschritten""}"
